ID,SEQUENCE,POS,PROJECT,FILE
2717,source,NN,libobs,obs-source.c
2718,enum callback,NN NN,libobs,obs-source.c
2719,param,NN,libobs,obs-source.c
2720,parent,NN,libobs,obs-source.c
2721,child,NN,libobs,obs-source.c
2722,param,NN,libobs,obs-source.c
2723,parent,NN,libobs,obs-source.c
2724,child,NN,libobs,obs-source.c
2725,parent,NN,libobs,obs-source.c
2726,child,NN,libobs,obs-source.c
2727,source,NN,libobs,obs-source.c
2728,source,NN,libobs,obs-source.c
2729,source,NN,libobs,obs-source.c
2730,source,NN,libobs,obs-source.c
2731,source,NN,libobs,obs-source.c
2732,source,NN,libobs,obs-source.c
2733,source,NN,libobs,obs-source.c
2734,flags,NNS,libobs,obs-source.c
2735,source,NN,libobs,obs-source.c
2736,flags,NNS,libobs,obs-source.c
2737,source,NN,libobs,obs-source.c
2738,source,NN,libobs,obs-source.c
2739,mixers,NNS,libobs,obs-source.c
2740,source,NN,libobs,obs-source.c
2741,color matrix,NN NN,libobs,obs-source.c
2742,color range min,NN NN NN,libobs,obs-source.c
2743,color range max,NN NN NN,libobs,obs-source.c
2744,texture,NN,libobs,obs-source.c
2745,x,FW,libobs,obs-source.c
2746,y,FW,libobs,obs-source.c
2747,cx,FW,libobs,obs-source.c
2748,cy,FW,libobs,obs-source.c
2749,flip,VB,libobs,obs-source.c
2750,source,NN,libobs,obs-source.c
2751,source,NN,libobs,obs-source.c
2752,source,NN,libobs,obs-source.c
2753,source,NN,libobs,obs-source.c
2754,source,NN,libobs,obs-source.c
2755,callback,NN,libobs,obs-source.c
2756,param,NN,libobs,obs-source.c
2757,source,NN,libobs,obs-source.c
2758,hidden,JJ,libobs,obs-source.c
2759,source,NN,libobs,obs-source.c
2760,source,NN,libobs,obs-source.c
2761,name,NN,libobs,obs-source.c
2762,source,NN,libobs,obs-source.c
2763,source,NN,libobs,obs-source.c
2764,source,NN,libobs,obs-source.c
2765,enabled,VBN,libobs,obs-source.c
2766,source,NN,libobs,obs-source.c
2767,source,NN,libobs,obs-source.c
2768,muted,JJ,libobs,obs-source.c
2769,source,NN,libobs,obs-source.c
2770,signal,NN,libobs,obs-source.c
2771,enabled,VBN,libobs,obs-source.c
2772,source,NN,libobs,obs-source.c
2773,signal,NN,libobs,obs-source.c
2774,delay,VB,libobs,obs-source.c
2775,source,NN,libobs,obs-source.c
2776,source,NN,libobs,obs-source.c
2777,enabled,VBN,libobs,obs-source.c
2778,source,NN,libobs,obs-source.c
2779,source,NN,libobs,obs-source.c
2780,delay,NN,libobs,obs-source.c
2781,source,NN,libobs,obs-source.c
2782,source,NN,libobs,obs-source.c
2783,enabled,VBN,libobs,obs-source.c
2784,source,NN,libobs,obs-source.c
2785,source,NN,libobs,obs-source.c
2786,delay,NN,libobs,obs-source.c
2787,source,NN,libobs,obs-source.c
2788,source,NN,libobs,obs-source.c
2789,os time,NNP NN,libobs,obs-source.c
2790,source,NN,libobs,obs-source.c
2791,mix,NN,libobs,obs-source.c
2792,channels,NNS,libobs,obs-source.c
2793,vol,NN,libobs,obs-source.c
2794,source,NN,libobs,obs-source.c
2795,mix,NN,libobs,obs-source.c
2796,channels,NNS,libobs,obs-source.c
2797,vol data,NN NNS,libobs,obs-source.c
2798,source,NN,libobs,obs-source.c
2799,action,NN,libobs,obs-source.c
2800,source,NN,libobs,obs-source.c
2801,channels,NNS,libobs,obs-source.c
2802,sample rate,NN NN,libobs,obs-source.c
2803,source,NN,libobs,obs-source.c
2804,mixers,NNS,libobs,obs-source.c
2805,channels,NNS,libobs,obs-source.c
2806,sample rate,NN NN,libobs,obs-source.c
2807,source,NN,libobs,obs-source.c
2808,mixers,NNS,libobs,obs-source.c
2809,channels,NNS,libobs,obs-source.c
2810,sample rate,NN NN,libobs,obs-source.c
2811,source,NN,libobs,obs-source.c
2812,channels,NNS,libobs,obs-source.c
2813,sample rate,NN NN,libobs,obs-source.c
2814,source,NN,libobs,obs-source.c
2815,mixers,NNS,libobs,obs-source.c
2816,channels,NNS,libobs,obs-source.c
2817,sample rate,NN NN,libobs,obs-source.c
2818,size,NN,libobs,obs-source.c
2819,source,NN,libobs,obs-source.c
2820,mixers,NNS,libobs,obs-source.c
2821,channels,NNS,libobs,obs-source.c
2822,sample rate,NN NN,libobs,obs-source.c
2823,size,NN,libobs,obs-source.c
2824,source,NN,libobs,obs-source.c
2825,source,NN,libobs,obs-source.c
2826,source,NN,libobs,obs-source.c
2827,audio,NN,libobs,obs-source.c
2828,source,NN,libobs,obs-source.c
2829,callback,NN,libobs,obs-source.c
2830,param,NN,libobs,obs-source.c
2831,source,NN,libobs,obs-source.c
2832,callback,NN,libobs,obs-source.c
2833,param,NN,libobs,obs-source.c
2834,source,NN,libobs,obs-source.c
2835,callback,NN,libobs,obs-source.c
2836,param,NN,libobs,obs-source.c
2837,source,NN,libobs,obs-source.c
2838,callback,NN,libobs,obs-source.c
2839,param,NN,libobs,obs-source.c
2840,source,NN,libobs,obs-source.c
2841,type,NN,libobs,obs-source.c
2842,source,NN,libobs,obs-source.c
2843,source,NN,libobs,obs-source.c
2844,unbuffered,JJ,libobs,obs-source.c
2845,source,NN,libobs,obs-source.c
2846,source,NN,libobs,obs-source.c
2847,source,NN,libobs,obs-source.c
2848,decouple,VB,libobs,obs-source.c
2849,source,NN,libobs,obs-source.c
2850,name,NN,libobs,obs-source.c
2851,enable,VB,libobs,obs-source.c
2852,source,NN,libobs,obs-source.c
2853,source,NN,libobs,obs-source.c
2854,balance,NN,libobs,obs-source.c
2855,source,NN,libobs,obs-source.c
2856,source,NN,libobs,obs-source.c
2857,active,JJ,libobs,obs-source.c
2858,source,NN,libobs,obs-source.c
2859,source,NN,libobs,obs-source.c
2860,id,NN,libobs,obs-source.c
2861,source,NN,libobs,obs-source.c
2862,pause,VB,libobs,obs-source.c
2863,source,NN,libobs,obs-source.c
2864,source,NN,libobs,obs-source.c
2865,source,NN,libobs,obs-source.c
2866,source,NN,libobs,obs-source.c
2867,source,NN,libobs,obs-source.c
2868,source,NN,libobs,obs-source.c
2869,source,NN,libobs,obs-source.c
2870,ms,NNP,libobs,obs-source.c
2871,source,NN,libobs,obs-source.c
2872,source,NN,libobs,obs-source.c
2873,source,NN,libobs,obs-source.c
2874,source,NN,libobs,obs-source.c
2875,source,NN,libobs,obs-source.c
2876,array,NN,libobs,obs-source.c
2877,data,NNS,libobs,obs-hevc.c
2878,size,NN,libobs,obs-hevc.c
2879,nal start,NNP NN,libobs,obs-hevc.c
2880,is key frame,VBZ JJ NN,libobs,obs-hevc.c
2881,priority,NN,libobs,obs-hevc.c
2882,s,FW,libobs,obs-hevc.c
2883,data,NNS,libobs,obs-hevc.c
2884,size,NN,libobs,obs-hevc.c
2885,is key frame,VBZ JJ NN,libobs,obs-hevc.c
2886,priority,NN,libobs,obs-hevc.c
2887,hevc packet,NNP NN,libobs,obs-hevc.c
2888,src,NN,libobs,obs-hevc.c
2889,packet,NN,libobs,obs-hevc.c
2890,packet,NN,libobs,obs-hevc.c
2891,size,NN,libobs,obs-hevc.c
2892,new packet data,JJ NN NNS,libobs,obs-hevc.c
2893,new packet size,JJ NN NN,libobs,obs-hevc.c
2894,header data,NN NNS,libobs,obs-hevc.c
2895,header size,NN NN,libobs,obs-hevc.c
2896,sei data,FW NNS,libobs,obs-hevc.c
2897,sei size,FW NN,libobs,obs-hevc.c
2898,data,NNS,libobs,obs-win-crash-handler.c
2899,module,NN,libobs,obs-win-crash-handler.c
2900,func,NN,libobs,obs-win-crash-handler.c
2901,data,NNS,libobs,obs-win-crash-handler.c
2902,trace,NN,libobs,obs-win-crash-handler.c
2903,data,NNS,libobs,obs-win-crash-handler.c
2904,data,NNS,libobs,obs-win-crash-handler.c
2905,data,NNS,libobs,obs-win-crash-handler.c
2906,module name,NN NN,libobs,obs-win-crash-handler.c
2907,module base,NN NN,libobs,obs-win-crash-handler.c
2908,module size,NN NN,libobs,obs-win-crash-handler.c
2909,data,NNS,libobs,obs-win-crash-handler.c
2910,data,NNS,libobs,obs-win-crash-handler.c
2911,data,NNS,libobs,obs-win-crash-handler.c
2912,module name,NN NN,libobs,obs-win-crash-handler.c
2913,module base,NN NN,libobs,obs-win-crash-handler.c
2914,module size,NN NN,libobs,obs-win-crash-handler.c
2915,info,NN,libobs,obs-win-crash-handler.c
2916,data,NNS,libobs,obs-win-crash-handler.c
2917,info,NN,libobs,obs-win-crash-handler.c
2918,data,NNS,libobs,obs-win-crash-handler.c
2919,thread,NN,libobs,obs-win-crash-handler.c
2920,trace,VB,libobs,obs-win-crash-handler.c
2921,thread,NN,libobs,obs-win-crash-handler.c
2922,data,NNS,libobs,obs-win-crash-handler.c
2923,entry,NN,libobs,obs-win-crash-handler.c
2924,first thread,JJ NN,libobs,obs-win-crash-handler.c
2925,data,NNS,libobs,obs-win-crash-handler.c
2926,data,NNS,libobs,obs-win-crash-handler.c
2927,data,NNS,libobs,obs-win-crash-handler.c
2928,exception,NN,libobs,obs-win-crash-handler.c
2929,exception,NN,libobs,obs-win-crash-handler.c
2930,id,NN,libobs,obs-encoder.c
2931,id,NN,libobs,obs-encoder.c
2932,encoder,NN,libobs,obs-encoder.c
2933,name,NN,libobs,obs-encoder.c
2934,settings,NNS,libobs,obs-encoder.c
2935,hot key data,JJ NN NNS,libobs,obs-encoder.c
2936,id,NN,libobs,obs-encoder.c
2937,type,NN,libobs,obs-encoder.c
2938,name,NN,libobs,obs-encoder.c
2939,settings,NNS,libobs,obs-encoder.c
2940,mixer idx,NN NN,libobs,obs-encoder.c
2941,hot key data,JJ NN NNS,libobs,obs-encoder.c
2942,id,NN,libobs,obs-encoder.c
2943,name,NN,libobs,obs-encoder.c
2944,settings,NNS,libobs,obs-encoder.c
2945,hot key data,JJ NN NNS,libobs,obs-encoder.c
2946,id,NN,libobs,obs-encoder.c
2947,name,NN,libobs,obs-encoder.c
2948,settings,NNS,libobs,obs-encoder.c
2949,mixer idx,NN NN,libobs,obs-encoder.c
2950,hot key data,JJ NN NNS,libobs,obs-encoder.c
2951,encoder,NN,libobs,obs-encoder.c
2952,info,NN,libobs,obs-encoder.c
2953,encoder,NN,libobs,obs-encoder.c
2954,info,NN,libobs,obs-encoder.c
2955,encoder,NN,libobs,obs-encoder.c
2956,encoder,NN,libobs,obs-encoder.c
2957,encoder,NN,libobs,obs-encoder.c
2958,encoder,NN,libobs,obs-encoder.c
2959,shutdown,NN,libobs,obs-encoder.c
2960,encoder,NN,libobs,obs-encoder.c
2961,encoder,NN,libobs,obs-encoder.c
2962,encoder,NN,libobs,obs-encoder.c
2963,encoder,NN,libobs,obs-encoder.c
2964,encoder,NN,libobs,obs-encoder.c
2965,name,NN,libobs,obs-encoder.c
2966,info,NN,libobs,obs-encoder.c
2967,id,NN,libobs,obs-encoder.c
2968,encoder,NN,libobs,obs-encoder.c
2969,id,NN,libobs,obs-encoder.c
2970,encoder,NN,libobs,obs-encoder.c
2971,encoder,NN,libobs,obs-encoder.c
2972,settings,NNS,libobs,obs-encoder.c
2973,encoder,NN,libobs,obs-encoder.c
2974,extra data,JJ NNS,libobs,obs-encoder.c
2975,size,NN,libobs,obs-encoder.c
2976,encoder,NN,libobs,obs-encoder.c
2977,encoder,NN,libobs,obs-encoder.c
2978,encoder,NN,libobs,obs-encoder.c
2979,encoder,NN,libobs,obs-encoder.c
2980,encoder,NN,libobs,obs-encoder.c
2981,reroute id,VB NN,libobs,obs-encoder.c
2982,encoder,NN,libobs,obs-encoder.c
2983,encoder,NN,libobs,obs-encoder.c
2984,encoder,NN,libobs,obs-encoder.c
2985,encoder,NN,libobs,obs-encoder.c
2986,param,NN,libobs,obs-encoder.c
2987,pause,VB,libobs,obs-encoder.c
2988,encoder,NN,libobs,obs-encoder.c
2989,param,NN,libobs,obs-encoder.c
2990,encoder,NN,libobs,obs-encoder.c
2991,param,NN,libobs,obs-encoder.c
2992,encoder,NN,libobs,obs-encoder.c
2993,param,NN,libobs,obs-encoder.c
2994,encoder,NN,libobs,obs-encoder.c
2995,param,NN,libobs,obs-encoder.c
2996,encoder,NN,libobs,obs-encoder.c
2997,id,NN,libobs,obs-encoder.c
2998,encoder,NN,libobs,obs-encoder.c
2999,id,NN,libobs,obs-encoder.c
