ID,SEQUENCE,POS,PROJECT,FILE
1777,Io U Test,NNP FW NNP,keras-master,iou_metrics_test.py
1778,Binary Io U Test,NN NN FW NN,keras-master,iou_metrics_test.py
1779,Mean Io U Test,NN NNP FW NN,keras-master,iou_metrics_test.py
1780,One Hot Io U Test,CD JJ NNP FW NN,keras-master,iou_metrics_test.py
1781,One Hot Mean Io U Test,CD JJ NN NNP FW NN,keras-master,iou_metrics_test.py
1782,Accuracy,NN,keras-master,accuracy_metrics.py
1783,Binary Accuracy,JJ NN,keras-master,accuracy_metrics.py
1784,Categorical Accuracy,JJ NN,keras-master,accuracy_metrics.py
1785,Sparse Categorical Accuracy,JJ JJ NN,keras-master,accuracy_metrics.py
1786,Top K Categorical Accuracy,JJ CD JJ NN,keras-master,accuracy_metrics.py
1787,Sparse Top K Categorical Accuracy,JJ JJ CD JJ NN,keras-master,accuracy_metrics.py
1788,Hinge Test,NN NN,keras-master,hinge_metrics_test.py
1789,Squared Hinge Test,JJ NN NN,keras-master,hinge_metrics_test.py
1790,Categorical Hinge Test,JJ NN NN,keras-master,hinge_metrics_test.py
1791,Mean Squared Error,JJ JJ NN,keras-master,regression_metrics.py
1792,Mean Absolute Error,JJ JJ NN,keras-master,regression_metrics.py
1793,Mean Absolute Percentage Error,JJ JJ NN NN,keras-master,regression_metrics.py
1794,Mean Squared Logarithmic Error,JJ JJ JJ NN,keras-master,regression_metrics.py
1795,Root Mean Squared Error,JJ JJ JJ NN,keras-master,regression_metrics.py
1796,Cosine Similarity,NN NN,keras-master,regression_metrics.py
1797,Log Cosh Error,NN NN NN,keras-master,regression_metrics.py
1798,R 2 Score,FW CD NN,keras-master,regression_metrics.py
1799,Confusion Matrix Condition Count,NN NN NN NN,keras-master,confusion_metrics.py
1800,False Positives,JJ NNS,keras-master,confusion_metrics.py
1801,False Negatives,JJ NNS,keras-master,confusion_metrics.py
1802,True Negatives,JJ NNS,keras-master,confusion_metrics.py
1803,True Positives,JJ NNS,keras-master,confusion_metrics.py
1804,Precision,NN,keras-master,confusion_metrics.py
1805,Recall,NN,keras-master,confusion_metrics.py
1806,Sensitivity Specificity Base,NN NN NN,keras-master,confusion_metrics.py
1807,Sensitivity At Specificity,NN IN NN,keras-master,confusion_metrics.py
1808,Specificity At Sensitivity,NN IN NN,keras-master,confusion_metrics.py
1809,Precision At Recall,NN IN NN,keras-master,confusion_metrics.py
1810,Recall At Precision,NN IN NN,keras-master,confusion_metrics.py
1811,AUC,NNP,keras-master,confusion_metrics.py
1812,KL Divergence,NNP NN,keras-master,probabilistic_metrics.py
1813,Poisson,NN,keras-master,probabilistic_metrics.py
1814,Binary Crossentropy,JJ NNP,keras-master,probabilistic_metrics.py
1815,Categorical Crossentropy,JJ NNP,keras-master,probabilistic_metrics.py
1816,Sparse Categorical Crossentropy,JJ JJ NN,keras-master,probabilistic_metrics.py
1817,Sum Test,NN NN,keras-master,reduction_metrics_test.py
1818,Mean Test,NN NN,keras-master,reduction_metrics_test.py
1819,Metric Wrapper Test,NN NN NN,keras-master,reduction_metrics_test.py
1820,KL Divergence Test,NNP NN NN,keras-master,probabilistic_metrics_test.py
1821,Poisson Test,NN NN,keras-master,probabilistic_metrics_test.py
1822,Binary Crossentropy Test,JJ NNP NN,keras-master,probabilistic_metrics_test.py
1823,Categorical Crossentropy Test,JJ NNP NN,keras-master,probabilistic_metrics_test.py
1824,Sparse Categorical Crossentropy Test,JJ JJ NNP NN,keras-master,probabilistic_metrics_test.py
1825,Callback,NN,keras-master,callback.py
1826,Callback List,NN NN,keras-master,callback_list.py
1827,Swap EMA Weights Test,VB NNP NNS NN,keras-master,swap_ema_weights_test.py
1828,Prog bar Logger,NN NN NN,keras-master,progbar_logger.py
1829,Reduce LR On Plateau,VB NNP IN NNP,keras-master,reduce_lr_on_plateau.py
1830,Reduce LR On Plateau Test,VB NNP IN NNP NN,keras-master,reduce_lr_on_plateau_test.py
1831,Learning Rate Scheduler Test,NN NN NN NN,keras-master,learning_rate_scheduler_test.py
1832,Learning Rate Scheduler,NN NN NN,keras-master,learning_rate_scheduler.py
1833,Summary Iterator,NN NN,keras-master,tensorboard_test.py
1834,Summary File,NN NN,keras-master,tensorboard_test.py
1835,Test Tensor Board V 2,VB NN NN NN CD,keras-master,tensorboard_test.py
1836,Layer With Summary,NN IN NN,keras-master,tensorboard_test.py
1837,Terminate On Na N Test,VB IN NNP NN NN,keras-master,remote_monitor_test.py
1838,Terminate On Na N Test,VB IN NNP NN NN,keras-master,terminate_on_nan_test.py
1839,Callback Test,NN NN,keras-master,callback_test.py
1840,Test Model,VB NN,keras-master,callback_test.py
1841,CBK,NNP,keras-master,callback_test.py
1842,Tensor Board,NN NN,keras-master,tensorboard.py
1843,Swap EMA Weights,VB NN NNS,keras-master,swap_ema_weights.py
1844,CSV Logger,NNP NN,keras-master,csv_logger.py
1845,Custom Dialect,JJ NN,keras-master,csv_logger.py
1846,Terminate On Na N,VB IN NNP NN,keras-master,terminate_on_nan.py
1847,CSV Logger Test,NNP NN NN,keras-master,csv_logger_test.py
1848,History,NN,keras-master,history.py
1849,Lambda Callback,NN NN,keras-master,lambda_callback.py
1850,Model Checkpoint,NN NN,keras-master,model_checkpoint.py
1851,Lambda Callback Test,NN NN NN,keras-master,lambda_callback_test.py
1852,Early Stopping,JJ NN,keras-master,early_stopping.py
1853,Remote Monitor,JJ NN,keras-master,remote_monitor.py
1854,Interrupting Callback,VBG NN,keras-master,backup_and_restore_test.py
1855,Canary Layer,NNP NN,keras-master,backup_and_restore_test.py
1856,Backup And Restore Callback Test,VB CC VB NN NN,keras-master,backup_and_restore_test.py
1857,Model Checkpoint Test,NN NN NN,keras-master,model_checkpoint_test.py
1858,Early Stopping Test,JJ NN NN,keras-master,early_stopping_test.py
1859,Dummy Model,JJ NN,keras-master,early_stopping_test.py
1860,Backup And Restore,VB CC VB,keras-master,backup_and_restore.py
1861,Custom Scale Layer,JJ NN NN,keras-master,inception_resnet_v2.py
1862,Test Image Net Utils,VB NN NN NNS,keras-master,imagenet_utils_test.py
1863,Stochastic Depth,JJ NN,keras-master,convnext.py
1864,Layer Scale,NN NN,keras-master,convnext.py
1865,Applications Test,NNS NN,keras-master,applications_test.py
1866,Quantizers Test,NNS NN,keras-master,quantizers_test.py
1867,Quantizer,NN,keras-master,quantizers.py
1868,Abs Max Quantizer,JJ NN NNP,keras-master,quantizers.py
1869,Layer,NN,keras-master,layer.py
1870,Call Spec,VB NN,keras-master,layer.py
1871,Call Context,NN NN,keras-master,layer.py
1872,Input Spec,NN NN,keras-master,input_spec.py
1873,Layer Test,NN NN,keras-master,layer_test.py
1874,Test Layer,NN NN,keras-master,layer_test.py
1875,Test Layer,NN NN,keras-master,layer_test.py
1876,Test Layer,NN NN,keras-master,layer_test.py
1877,Test Layer,NN NN,keras-master,layer_test.py
1878,Test Layer,NN NN,keras-master,layer_test.py
1879,Test Layer,NN NN,keras-master,layer_test.py
1880,Some Layer,DT NN,keras-master,layer_test.py
1881,RNG Layer,NNP NN,keras-master,layer_test.py
1882,RNG List Layer,NNP NN NN,keras-master,layer_test.py
1883,Nested Layer,JJ NN,keras-master,layer_test.py
1884,Double Nested Layer,JJ JJ NN,keras-master,layer_test.py
1885,Layer With Metric,NN IN NN,keras-master,layer_test.py
1886,Nested Layer With Metric,JJ NN IN NN,keras-master,layer_test.py
1887,Layer With Unbuilt State,NN IN JJ NN,keras-master,layer_test.py
1888,Kwargs Layer With Unbuilt State,NNP NN IN JJ NN,keras-master,layer_test.py
1889,Activity Regularizer,NN NN,keras-master,layer_test.py
1890,Loss Layer,NN NN,keras-master,layer_test.py
1891,Training Layer,NN NN,keras-master,layer_test.py
1892,Wrapped Training Layer,JJ NN NN,keras-master,layer_test.py
1893,Training Layer Explicit,NN NN JJ,keras-master,layer_test.py
1894,Bad Layer,JJ NN,keras-master,layer_test.py
1895,Inner Layer One,JJ NN CD,keras-master,layer_test.py
1896,Inner Layer Two,JJ NN CD,keras-master,layer_test.py
1897,Inner Layer Three,JJ NN CD,keras-master,layer_test.py
1898,Mixed Precision Layer,JJ NN NN,keras-master,layer_test.py
1899,Basic Masked Layer,JJ VBN NN,keras-master,layer_test.py
1900,Nested Input Masked Layer,JJ NN VBN NN,keras-master,layer_test.py
1901,Positional Inputs Masked Layer,JJ NNS VBN NN,keras-master,layer_test.py
1902,Positional Nested Inputs Masked Layer,JJ JJ NNS VBN NN,keras-master,layer_test.py
1903,Test Layer,NN NN,keras-master,layer_test.py
1904,Non Trainable Weights Layer,RB JJ NNS NN,keras-master,layer_test.py
1905,Nested Non Trainable Weights Layer,VBN RB JJ NNS NN,keras-master,layer_test.py
1906,No Shape Suffix,DT NN NN,keras-master,layer_test.py
1907,Non Matching Argument,RB JJ NN,keras-master,layer_test.py
1908,Matching Arguments,JJ NNS,keras-master,layer_test.py
1909,Subset Arguments,NN NNS,keras-master,layer_test.py
1910,Single Argument,JJ NN,keras-master,layer_test.py
1911,No Training Specified,DT NN VBN,keras-master,layer_test.py
1912,Bad Layer,JJ NN,keras-master,layer_test.py
1913,My Layer,PRP$ NN,keras-master,layer_test.py
1914,My Layer,PRP$ NN,keras-master,layer_test.py
1915,My Layer,PRP$ NN,keras-master,layer_test.py
1916,Random Crop,JJ NN,keras-master,random_crop.py
1917,Mel Spectrogram,NNP NN,keras-master,audio_preprocessing.py
1918,Resizing,NN,keras-master,resizing.py
1919,String Lookup Test,NN NN NN,keras-master,string_lookup_test.py
1920,Index Lookup,NN NN,keras-master,index_lookup.py
1921,Null Initializer,JJ NN,keras-master,index_lookup.py
1922,Index Lookup Layer Test,NN NN NN NN,keras-master,index_lookup_test.py
1923,Discretization,NN,keras-master,discretization.py
1924,Random Contrast Test,JJ NN NN,keras-master,random_contrast_test.py
1925,Random Zoom,JJ NN,keras-master,random_zoom.py
1926,Array Like,NN JJ,keras-master,hashing_test.py
1927,Hashing Test,NN NN,keras-master,hashing_test.py
1928,Hashed Crossing,VBN NN,keras-master,hashed_crossing.py
1929,Hashed Crossing Test,VBN NN NN,keras-master,hashed_crossing_test.py
1930,Random Flip,JJ NN,keras-master,random_flip.py
1931,Mocked Random Flip,VBN JJ NN,keras-master,random_flip_test.py
1932,Random Flip Test,JJ NN NN,keras-master,random_flip_test.py
1933,Cross,NN,keras-master,feature_space.py
1934,Feature,NN,keras-master,feature_space.py
1935,Feature Space,NN NN,keras-master,feature_space.py
1936,Random Brightness Test,JJ NN NN,keras-master,random_brightness_test.py
1937,Hashing,NN,keras-master,hashing.py
1938,Integer Lookup Test,NN NN NN,keras-master,integer_lookup_test.py
1939,Center Crop,NN NN,keras-master,center_crop.py
1940,Random Contrast,JJ NN,keras-master,random_contrast.py
1941,Text Vectorization Test,NN NN NN,keras-master,text_vectorization_test.py
1942,Random Brightness,JJ NN,keras-master,random_brightness.py
1943,Random Rotation Test,JJ NN NN,keras-master,random_rotation_test.py
1944,Discretization Test,NN NN,keras-master,discretization_test.py
1945,Random Translation,JJ NN,keras-master,random_translation.py
1946,Resizing Test,VBG NN,keras-master,resizing_test.py
1947,Feature Space Test,NN NN NN,keras-master,feature_space_test.py
1948,Rescaling,NN,keras-master,rescaling.py
1949,Rescaling Test,NN NN,keras-master,rescaling_test.py
1950,String Lookup,NN NN,keras-master,string_lookup.py
1951,Random Zoom Test,JJ NN NN,keras-master,random_zoom_test.py
1952,Center Crop Test,NN NN NN,keras-master,center_crop_test.py
1953,Normalization,NN,keras-master,normalization.py
1954,Integer Lookup,NN NN,keras-master,integer_lookup.py
1955,Category Encoding Test,NN NN NN,keras-master,category_encoding_test.py
1956,Mel Spectrogram Test,NNP NN NN,keras-master,audio_preprocessing_test.py
1957,Random Crop Test,JJ NN NN,keras-master,random_crop_test.py
1958,Random Rotation,JJ NN,keras-master,random_rotation.py
1959,TF Data Layer,NNP NN NN,keras-master,tf_data_layer.py
1960,Category Encoding,NN NN,keras-master,category_encoding.py
1961,Text Vectorization,NN NN,keras-master,text_vectorization.py
1962,Random Translation Test,JJ NN NN,keras-master,random_translation_test.py
1963,Normalization Test,NN NN,keras-master,normalization_test.py
1964,Max Pooling 1 D,JJ NN CD FW,keras-master,max_pooling1d.py
1965,Max Pooling 3D,JJ NN NNP,keras-master,max_pooling3d.py
1966,Average Pooling 3D,JJ NN NNP,keras-master,average_pooling3d.py
1967,Average Pooling 1 D,JJ NN CD FW,keras-master,average_pooling1d.py
1968,Global Average Pooling 2 D,JJ JJ NN CD FW,keras-master,global_average_pooling2d.py
1969,Base Global Pooling,JJ JJ NN,keras-master,base_global_pooling.py
1970,Global Max Pooling 3D,JJ JJ NN NNP,keras-master,global_max_pooling3d.py
1971,Global Average Pooling Basic Test,JJ JJ JJ JJ NN,keras-master,global_average_pooling_test.py
1972,Global Average Pooling Correctness Test,JJ JJ NN NN NN,keras-master,global_average_pooling_test.py
1973,Max Pooling Basic Test,JJ NN JJ NN,keras-master,max_pooling_test.py
1974,Max Pooling Correctness Test,JJ NN NN NN,keras-master,max_pooling_test.py
1975,Average Pooling Basic Test,JJ JJ JJ NN,keras-master,average_pooling_test.py
1976,Average Pooling Correctness Test,JJ NN NN NN,keras-master,average_pooling_test.py
1977,Global Max Pooling 2 D,JJ JJ NN CD FW,keras-master,global_max_pooling2d.py
1978,Global Average Pooling 3D,JJ JJ NN NNP,keras-master,global_average_pooling3d.py
1979,Global Max Pooling 1 D,JJ JJ NN CD FW,keras-master,global_max_pooling1d.py
1980,Global Max Pooling Basic Test,JJ JJ NN JJ NN,keras-master,global_max_pooling_test.py
1981,Global Max Pooling Correctness Test,JJ JJ NN NN NN,keras-master,global_max_pooling_test.py
1982,Max Pooling 2 D,JJ NN CD FW,keras-master,max_pooling2d.py
1983,Global Average Pooling 1 D,JJ JJ NN CD NNP,keras-master,global_average_pooling1d.py
1984,Base Pooling,JJ NN,keras-master,base_pooling.py
1985,Average Pooling 2 D,JJ NN CD FW,keras-master,average_pooling2d.py
1986,P Re LU Test,FW NNP NNP NNP,keras-master,prelu_test.py
1987,Re LU,NNP NNP,keras-master,relu.py
1988,Softmax,NNP,keras-master,softmax.py
1989,Re LU Test,NNP NNP NN,keras-master,relu_test.py
1990,Activation,NN,keras-master,activation.py
1991,P Re LU,FW NNP NNP,keras-master,prelu.py
1992,Activation Test,NN NN,keras-master,activation_test.py
1993,ELU Test,NNP NN,keras-master,elu_test.py
1994,Leaky Re LU Test,JJ NNP NNP NN,keras-master,leaky_relu_test.py
1995,Leaky Re LU,JJ NNP NNP,keras-master,leaky_relu.py
1996,ELU,NNP,keras-master,elu.py
1997,Softmax Test,NNP NN,keras-master,softmax_test.py
1998,Time Distributed Test,NN JJ NN,keras-master,time_distributed_test.py
1999,Masked Dense,JJ JJ,keras-master,time_distributed_test.py
2000,Assert Num Queries Context,VB NN NNS NN,django,testcases.py
2001,Assert Template Used Context,VB NN JJ NN,django,testcases.py
2002,Assert Template Not Used Context,VB NN RB JJ NN,django,testcases.py
2003,Database Operation Forbidden,NN NN VBN,django,testcases.py
2004,Database Failure,NN NN,django,testcases.py
2005,Simple Test Case,JJ NN NN,django,testcases.py
2006,Transaction Test Case,NN NN NN,django,testcases.py
2007,Test Data,NN NN,django,testcases.py
2008,Test Case,NN NN,django,testcases.py
2009,Check Condition,VB NN,django,testcases.py
2010,Quiet WSGI Request Handler,JJ NNP NN NN,django,testcases.py
2011,FS Files Handler,NNP NNS NN,django,testcases.py
2012,Static Files Handler,JJ NNS NN,django,testcases.py
2013,Media Files Handler,NN NNS NN,django,testcases.py
2014,Live Server Thread,JJ NN NN,django,testcases.py
2015,Live Server Test Case,JJ NN NN NN,django,testcases.py
2016,Serialize Mixin,VB NN,django,testcases.py
2017,Debug SQL Text Test Result,VB NNP NN NN NN,django,runner.py
2018,PDB Debug Result,NNP NN NN,django,runner.py
2019,Dummy List,JJ NN,django,runner.py
2020,Remote Test Result,JJ NN NN,django,runner.py
2021,Remote Test Runner,JJ NN NN,django,runner.py
2022,Parallel Test Suite,JJ NN NN,django,runner.py
2023,Shuffler,NN,django,runner.py
2024,Discover Runner,VB NN,django,runner.py
2025,Redirect Cycle Error,VB NN NN,django,client.py
2026,Fake Payload,JJ NN,django,client.py
2027,Client Handler,NN NN,django,client.py
2028,Async Client Handler,JJ NN NN,django,client.py
2029,Request Factory,NN NN,django,client.py
2030,Async Request Factory,JJ NN NN,django,client.py
2031,Client Mixin,NN NN,django,client.py
2032,Client,NN,django,client.py
2033,Async Client,JJ NN,django,client.py
2034,Element,NN,django,html.py
2035,Root Element,NN NN,django,html.py
2036,HTML Parse Error,NNP NN NN,django,html.py
2037,Parser,NN,django,html.py
2038,Approximate,VB,django,utils.py
2039,Context List,NN NN,django,utils.py
2040,Test State,NN NN,django,utils.py
2041,Test Context Decorator,NN NN NN,django,utils.py
2042,override settings,VB NNS,django,utils.py
2043,modify settings,VB NNS,django,utils.py
2044,override system checks,VB NN NNS,django,utils.py
2045,Capture Queries Context,VB NNS NN,django,utils.py
2046,ignore warnings,VB NNS,django,utils.py
2047,override script prefix,VB NN NN,django,utils.py
2048,Logging Capture Mixin,VBG NN NN,django,utils.py
2049,isolate apps,VB NNS,django,utils.py
2050,Time Keeper,NN NN,django,utils.py
2051,Null Time Keeper,JJ NN NN,django,utils.py
2052,Token Base,NN NN,django,smartif.py
2053,Operator,NN,django,smartif.py
2054,Operator,NN,django,smartif.py
2055,Literal,JJ,django,smartif.py
2056,End Token,NN NN,django,smartif.py
2057,If Parser,IN NN,django,smartif.py
2058,Template Does Not Exist,NN VBZ RB VBP,django,exceptions.py
2059,Template Syntax Error,NN NN NN,django,exceptions.py
2060,Context Pop Exception,NN NN NN,django,context.py
2061,Context Dict,NN NN,django,context.py
2062,Base Context,NN NN,django,context.py
2063,Context,NN,django,context.py
2064,Render Context,VB NN,django,context.py
2065,Request Context,NN NN,django,context.py
2066,Content Not Rendered Error,NN RB VBN NN,django,response.py
2067,Simple Template Response,JJ NN NN,django,response.py
2068,Template Response,NN NN,django,response.py
2069,Token Type,NN NN,django,base.py
2070,Variable Does Not Exist,NN VBZ RB VBP,django,base.py
2071,Origin,NN,django,base.py
2072,Template,NN,django,base.py
2073,Token,NN,django,base.py
2074,Lexer,NN,django,base.py
2075,Debug Lexer,VB NN,django,base.py
2076,Parser,NN,django,base.py
2077,Filter Expression,NN NN,django,base.py
2078,Variable,NN,django,base.py
2079,Node,NN,django,base.py
2080,Node List,NN NN,django,base.py
2081,Text Node,NN NN,django,base.py
2082,Variable Node,NN NN,django,base.py
2083,Invalid Template Library,JJ NN NN,django,library.py
2084,Library,NN,django,library.py
2085,Tag Helper Node,VB NN NN,django,library.py
2086,Simple Node,JJ NN,django,library.py
2087,Inclusion Node,NN NN,django,library.py
2088,Engine,NN,django,engine.py
2089,Block Context,NN NN,django,loader_tags.py
2090,Block Node,NN NN,django,loader_tags.py
2091,Extends Node,VBZ NN,django,loader_tags.py
2092,Include Node,VB NN,django,loader_tags.py
2093,Auto Escape Control Node,JJ NN NN NNP,django,defaulttags.py
2094,Comment Node,NN NN,django,defaulttags.py
2095,Csrf Token Node,NNP NN NN,django,defaulttags.py
2096,Cycle Node,NN NN,django,defaulttags.py
2097,Debug Node,VB NN,django,defaulttags.py
2098,Filter Node,NN NN,django,defaulttags.py
2099,First Of Node,NN IN NN,django,defaulttags.py
2100,For Node,IN NN,django,defaulttags.py
2101,If Changed Node,IN VBN NN,django,defaulttags.py
2102,If Node,NN NN,django,defaulttags.py
2103,Lorem Node,NNP NN,django,defaulttags.py
2104,Regroup Node,VB NN,django,defaulttags.py
2105,Load Node,VB NN,django,defaulttags.py
2106,Now Node,JJ NN,django,defaulttags.py
2107,Reset Cycle Node,VB NN NN,django,defaulttags.py
2108,Spaceless Node,JJ NN,django,defaulttags.py
2109,Template Tag Node,NN NN NN,django,defaulttags.py
2110,URL Node,NNP NN,django,defaulttags.py
2111,Verbatim Node,JJ NN,django,defaulttags.py
2112,Width Ratio Node,NN NN NN,django,defaulttags.py
2113,With Node,IN NN,django,defaulttags.py
2114,Template Literal,NN NN,django,defaulttags.py
2115,Template If Parser,NN NN NN,django,defaulttags.py
2116,Invalid Template Engine Error,JJ NN NN NN,django,utils.py
2117,Engine Handler,NN NN,django,utils.py
2118,Template Strings,NN NNS,django,dummy.py
2119,Template,NN,django,dummy.py
2120,Base Engine,JJ NN,django,base.py
2121,Jinja 2,NNP CD,django,jinja2.py
2122,Template,NN,django,jinja2.py
2123,Origin,NN,django,jinja2.py
2124,Django Templates,NNP NNS,django,django.py
2125,Template,NN,django,django.py
2126,Loader,NN,django,locmem.py
2127,Loader,NN,django,app_directories.py
2128,Loader,NN,django,cached.py
2129,Loader,NN,django,base.py
2130,Loader,NN,django,filesystem.py
2131,Resolver 404,NN CD,django,exceptions.py
2132,No Reverse Match,DT JJ NN,django,exceptions.py
2133,Resolver Match,NN NN,django,resolvers.py
2134,Locale Regex Descriptor,NN NN NN,django,resolvers.py
2135,Check URL Mixin,VB NNP NN,django,resolvers.py
2136,Regex Pattern,NN NN,django,resolvers.py
2137,Locale Regex Route Descriptor,NN NNP NN NN,django,resolvers.py
2138,Route Pattern,NN NN,django,resolvers.py
2139,Locale Prefix Pattern,NN NN NN,django,resolvers.py
2140,URL Pattern,NNP NN,django,resolvers.py
2141,URL Resolver,NNP NN,django,resolvers.py
2142,Int Converter,NNP NN,django,converters.py
2143,String Converter,NN NN,django,converters.py
2144,UUID Converter,NNP NN,django,converters.py
2145,Slug Converter,NN NN,django,converters.py
2146,Path Converter,NN NN,django,converters.py
2147,Transaction Management Error,NN NN NN,django,transaction.py
2148,Atomic,JJ,django,transaction.py
2149,Error,NN,django,utils.py
2150,Interface Error,NN NN,django,utils.py
2151,Database Error,NN NN,django,utils.py
2152,Data Error,NNS NN,django,utils.py
2153,Operational Error,JJ NN,django,utils.py
2154,Integrity Error,NN NN,django,utils.py
2155,Internal Error,JJ NN,django,utils.py
2156,Programming Error,NN NN,django,utils.py
2157,Not Supported Error,RB VBN NN,django,utils.py
2158,Database Error Wrapper,NN NN NN,django,utils.py
2159,Connection Handler,NN NN,django,utils.py
2160,Connection Router,NN NN,django,utils.py
2161,Index,NN,django,indexes.py
2162,Index Expression,NN NN,django,indexes.py
2163,SQ Lite Numeric Mixin,NNP JJ JJ NN,django,expressions.py
2164,Combinable,JJ,django,expressions.py
2165,Base Expression,JJ NN,django,expressions.py
2166,Expression,NN,django,expressions.py
2167,Combined Expression,JJ NN,django,expressions.py
2168,Duration Expression,NN NN,django,expressions.py
2169,Temporal Subtraction,JJ NN,django,expressions.py
2170,F,FW,django,expressions.py
2171,Resolved Outer Ref,VBN JJ NN,django,expressions.py
2172,Outer Ref,JJ NN,django,expressions.py
2173,Sliced,JJ,django,expressions.py
2174,Func,NN,django,expressions.py
2175,Value,NN,django,expressions.py
2176,Raw SQL,NN NNP,django,expressions.py
2177,Star,NN,django,expressions.py
2178,Database Default,NN NN,django,expressions.py
2179,Col,NN,django,expressions.py
2180,Ref,NN,django,expressions.py
2181,Expression List,NN NN,django,expressions.py
2182,Order By List,VB IN NN,django,expressions.py
2183,Expression Wrapper,NN NN,django,expressions.py
2184,Negated Expression,JJ NN,django,expressions.py
2185,When,WRB,django,expressions.py
2186,Case,NN,django,expressions.py
2187,Subquery,NN,django,expressions.py
2188,Exists,VBZ,django,expressions.py
2189,Order By,VB IN,django,expressions.py
2190,Window,NN,django,expressions.py
2191,Window Frame Exclusion,NN NN NN,django,expressions.py
2192,Window Frame,NN NN,django,expressions.py
2193,Row Range,NN NN,django,expressions.py
2194,Value Range,NN NN,django,expressions.py
2195,Lookup,NN,django,lookups.py
2196,Transform,VB,django,lookups.py
2197,Builtin Lookup,JJ NN,django,lookups.py
2198,Field Get Db Prep Value Mixin,NN VBP NNP NN NN NN,django,lookups.py
2199,Field Get Db Prep Value Iterable Mixin,NN VBP NN NN NN NN NN,django,lookups.py
2200,Postgres Operator Lookup,NNP NN NN,django,lookups.py
2201,Exact,JJ,django,lookups.py
2202,I Exact,PRP VBP,django,lookups.py
2203,Greater Than,JJR IN,django,lookups.py
2204,Greater Than Or Equal,JJR IN CC JJ,django,lookups.py
2205,Less Than,JJR IN,django,lookups.py
2206,Less Than Or Equal,JJR IN CC JJ,django,lookups.py
2207,Integer Field Overflow,NN NN NN,django,lookups.py
2208,Integer Field Float Rounding,NN NN NN NN,django,lookups.py
2209,Integer Field Exact,NN NN VBP,django,lookups.py
2210,Integer Greater Than,NN JJR IN,django,lookups.py
2211,Integer Greater Than Or Equal,NN JJR IN CC JJ,django,lookups.py
2212,Integer Less Than,NN JJR IN,django,lookups.py
2213,Integer Less Than Or Equal,NN JJR IN CC JJ,django,lookups.py
2214,In,IN,django,lookups.py
2215,Pattern Lookup,NN NN,django,lookups.py
2216,Contains,VBZ,django,lookups.py
2217,I Contains,PRP VBZ,django,lookups.py
2218,Starts With,VBZ IN,django,lookups.py
2219,I Starts With,PRP VBZ IN,django,lookups.py
2220,Ends With,VBZ IN,django,lookups.py
2221,I Ends With,PRP VBZ IN,django,lookups.py
2222,Range,NN,django,lookups.py
2223,Is Null,VBZ JJ,django,lookups.py
2224,Regex,NNP,django,lookups.py
2225,I Regex,PRP NNP,django,lookups.py
2226,Year Lookup,NN NN,django,lookups.py
2227,Year Exact,NN RB,django,lookups.py
2228,Year Gt,NN NNP,django,lookups.py
2229,Year Gte,NN NNP,django,lookups.py
2230,Year Lt,NN NNP,django,lookups.py
2231,Year Lte,NN NNP,django,lookups.py
2232,UUID Text Mixin,NNP NN NN,django,lookups.py
2233,UUIDI Exact,NNP VBP,django,lookups.py
2234,UUID Contains,NNP VBZ,django,lookups.py
2235,UUIDI Contains,NNP VBZ,django,lookups.py
2236,UUID Starts With,NNP VBZ IN,django,lookups.py
2237,UUIDI Starts With,NNP VBZ IN,django,lookups.py
2238,UUID Ends With,NNP VBZ IN,django,lookups.py
2239,UUIDI Ends With,NNP VBZ IN,django,lookups.py
2240,Model Signal,NN NN,django,signals.py
2241,Options,NNS,django,options.py
2242,Deferred,JJ,django,base.py
2243,Model Base,NN NN,django,base.py
2244,Model State Fields Cache Descriptor,NN NN NNS NN NN,django,base.py
2245,Model State,NN NN,django,base.py
2246,Model,NN,django,base.py
2247,On Conflict,IN NN,django,constants.py
2248,Q,FW,django,query_utils.py
2249,Deferred Attribute,JJ NN,django,query_utils.py
2250,class or instance method,NN CC NN NN,django,query_utils.py
2251,Register Lookup Mixin,NN NN NN,django,query_utils.py
2252,Filtered Relation,JJ NN,django,query_utils.py
2253,Base Manager,JJ NN,django,manager.py
2254,Manager,NN,django,manager.py
2255,Manager Descriptor,NN NN,django,manager.py
2256,Empty Manager,JJ NN,django,manager.py
2257,Base Constraint,JJ NN,django,constraints.py
2258,Check Constraint,VB NN,django,constraints.py
2259,Deferrable,JJ,django,constraints.py
2260,Unique Constraint,JJ NN,django,constraints.py
2261,Protected Error,JJ NN,django,deletion.py
2262,Restricted Error,JJ NN,django,deletion.py
2263,Collector,NN,django,deletion.py
2264,Alters Data,VBZ NN,django,utils.py
2265,Aggregate,NN,django,aggregates.py
2266,Avg,NN,django,aggregates.py
2267,Count,NN,django,aggregates.py
2268,Max,NN,django,aggregates.py
2269,Min,NN,django,aggregates.py
2270,Std Dev,NN NN,django,aggregates.py
2271,Sum,NN,django,aggregates.py
2272,Variance,NN,django,aggregates.py
2273,Base Iterable,JJ JJ,django,query.py
2274,Model Iterable,NN JJ,django,query.py
2275,Raw Model Iterable,JJ NN JJ,django,query.py
2276,Values Iterable,NNS JJ,django,query.py
2277,Values List Iterable,NNS NN JJ,django,query.py
2278,Named Values List Iterable,VBN NNS NN JJ,django,query.py
