ID,SEQUENCE,POS,PROJECT,FILE
412,call,VB,gradle,EarPlugin.java
413,execute,VB,gradle,EarPlugin.java
414,call,VB,gradle,EarPlugin.java
415,call,VB,gradle,EarPlugin.java
416,setup ear task,VB NN NN,gradle,EarPlugin.java
417,execute,VB,gradle,EarPlugin.java
418,call,VB,gradle,EarPlugin.java
419,call,VB,gradle,EarPlugin.java
420,wire ear task conventions,VB NN NN NNS,gradle,EarPlugin.java
421,execute,VB,gradle,EarPlugin.java
422,call,VB,gradle,EarPlugin.java
423,call,VB,gradle,EarPlugin.java
424,configure configurations,VB NNS,gradle,EarPlugin.java
425,get result,VB NN,gradle,DefaultTaskFinishedProgressEvent.java
426,get display name,VB NN NN,gradle,DefaultTaskFinishedProgressEvent.java
427,test it,VB PRP,gradle,DoublerImplTest.java
428,apply,VB,gradle,JettyPlugin.java
429,configure mapping rules,VB JJ NNS,gradle,JettyPlugin.java
430,execute,VB,gradle,JettyPlugin.java
431,configure jetty run war,VB NNP NN NN,gradle,JettyPlugin.java
432,execute,VB,gradle,JettyPlugin.java
433,call,VB,gradle,JettyPlugin.java
434,configure jetty stop,VB NNP NN,gradle,JettyPlugin.java
435,call,VB,gradle,JettyPlugin.java
436,call,VB,gradle,JettyPlugin.java
437,configure jetty run,VB NNP VB,gradle,JettyPlugin.java
438,execute,VB,gradle,JettyPlugin.java
439,call,VB,gradle,JettyPlugin.java
440,call,VB,gradle,JettyPlugin.java
441,call,VB,gradle,JettyPlugin.java
442,get web xml,VB NN NNP,gradle,JettyPlugin.java
443,configure abstract jetty task,VB JJ NN NN,gradle,JettyPlugin.java
444,call,VB,gradle,JettyPlugin.java
445,call,VB,gradle,JettyPlugin.java
446,call,VB,gradle,JettyPlugin.java
447,call,VB,gradle,JettyPlugin.java
448,get java convention,VB NN NN,gradle,JettyPlugin.java
449,get war convention,VB NN NN,gradle,JettyPlugin.java
450,get gradle,VB NN,gradle,DefaultGradleLauncher.java
451,run,VB,gradle,DefaultGradleLauncher.java
452,get build analysis,VB VB NN,gradle,DefaultGradleLauncher.java
453,do build,VBP VB,gradle,DefaultGradleLauncher.java
454,create,VB,gradle,DefaultGradleLauncher.java
455,do build stages,VB VBP NNS,gradle,DefaultGradleLauncher.java
456,run,VB,gradle,DefaultGradleLauncher.java
457,run,VB,gradle,DefaultGradleLauncher.java
458,run,VB,gradle,DefaultGradleLauncher.java
459,add listener,VB NN,gradle,DefaultGradleLauncher.java
460,add standard output listener,VB JJ NN NN,gradle,DefaultGradleLauncher.java
461,add standard error listener,VB JJ NN NN,gradle,DefaultGradleLauncher.java
462,stop,VB,gradle,DefaultGradleLauncher.java
463,is incremental,VBZ JJ,gradle,ChangesOnlyIncrementalTaskInputs.java
464,do out of date,VB IN IN NN,gradle,ChangesOnlyIncrementalTaskInputs.java
465,do removed,VB VBN,gradle,ChangesOnlyIncrementalTaskInputs.java
466,get test execution descriptors,VB NN NN NNS,gradle,ProviderInternalTestExecutionRequest.java
467,get test class names,VB NN NN NNS,gradle,ProviderInternalTestExecutionRequest.java
468,get internal jvm test requests,VB JJ NNP NN NNS,gradle,ProviderInternalTestExecutionRequest.java
469,register global services,VB JJ NNS,gradle,JavaLanguagePluginServiceRegistry.java
470,register build session services,VB NN NN NNS,gradle,JavaLanguagePluginServiceRegistry.java
471,register build services,VB NN NNS,gradle,JavaLanguagePluginServiceRegistry.java
472,register gradle services,VB NN NNS,gradle,JavaLanguagePluginServiceRegistry.java
473,register project services,VB NN NNS,gradle,JavaLanguagePluginServiceRegistry.java
474,configure,VB,gradle,JavaLanguagePluginServiceRegistry.java
475,set up,VB RP,gradle,DefaultExcludeRuleConverterTest.java
476,convertable rule,JJ NN,gradle,DefaultExcludeRuleConverterTest.java
477,unconvertable rules,JJ NNS,gradle,DefaultExcludeRuleConverterTest.java
478,check for null,VB IN NN,gradle,DefaultExcludeRuleConverterTest.java
479,get text to search,VB NN TO VBP,gradle,SearchPanel.java
480,get caret location,VB NN NN,gradle,SearchPanel.java
481,highlight and scroll to result,VB CC VB TO VBP,gradle,SearchPanel.java
482,search complete,VB JJ,gradle,SearchPanel.java
483,remove result highlights,VB NN NNS,gradle,SearchPanel.java
484,get component,VB NN,gradle,SearchPanel.java
485,setup ui,VB NNP,gradle,SearchPanel.java
486,action performed,NN VBN,gradle,SearchPanel.java
487,action performed,NN VBN,gradle,SearchPanel.java
488,action performed,NN VBN,gradle,SearchPanel.java
489,action performed,NN VBN,gradle,SearchPanel.java
490,action performed,NN VBN,gradle,SearchPanel.java
491,create text to match field,VB NN TO VBP NN,gradle,SearchPanel.java
492,action performed,NN VBN,gradle,SearchPanel.java
493,action performed,NN VBN,gradle,SearchPanel.java
494,action performed,NN VBN,gradle,SearchPanel.java
495,insert update,VB NN,gradle,SearchPanel.java
496,remove update,VB NN,gradle,SearchPanel.java
497,changed update,JJ NN,gradle,SearchPanel.java
498,request search,VB NN,gradle,SearchPanel.java
499,get next available request,VB JJ JJ NN,gradle,SearchPanel.java
500,to string,TO NN,gradle,SearchPanel.java
501,run,VB,gradle,SearchPanel.java
502,run,VB,gradle,SearchPanel.java
503,perform search again,VB NN RB,gradle,SearchPanel.java
504,go to next match,VB TO JJ NN,gradle,SearchPanel.java
505,go to previous match,VB TO JJ NN,gradle,SearchPanel.java
506,add additional fields,VB JJ NNS,gradle,SearchPanel.java
507,hide,VB,gradle,SearchPanel.java
508,show,VB,gradle,SearchPanel.java
509,run,VB,gradle,SearchPanel.java
510,show normal color,VB JJ NN,gradle,SearchPanel.java
511,show no match color,VB DT NN NN,gradle,SearchPanel.java
512,enable buttons and fields appropriately,VB NNS CC NNS RB,gradle,SearchPanel.java
513,get task configurations,VB NN NNS,gradle,DependencyReportTask.java
514,get jvm test kind,VB NNP NN NN,gradle,DefaultJvmTestOperationDescriptor.java
515,get suite name,VB NN NN,gradle,DefaultJvmTestOperationDescriptor.java
516,get class name,VB NN NN,gradle,DefaultJvmTestOperationDescriptor.java
517,get method name,VB NN NN,gradle,DefaultJvmTestOperationDescriptor.java
518,publish,VB,gradle,PublishToMavenLocal.java
519,publish,VB,gradle,PublishToMavenLocal.java
520,get console,VB NN,gradle,NativePlatformConsoleDetector.java
521,add dependency descriptors,VB NN NNS,gradle,DependenciesToModuleDescriptorConverter.java
522,percent of,NN IN,gradle,NumberUtil.java
523,format bytes,NN NNS,gradle,NumberUtil.java
524,ordinal,JJ,gradle,NumberUtil.java
525,run,VB,gradle,FinalizerThread.java
526,remove cache entry,VB NN NN,gradle,FinalizerThread.java
527,get reference queue,VB NN NN,gradle,FinalizerThread.java
528,exit,VB,gradle,FinalizerThread.java
529,put cleanup,VB NN,gradle,FinalizerThread.java
530,stateful,JJ,gradle,Serializers.java
531,new reader,JJ NN,gradle,Serializers.java
532,read,VB,gradle,Serializers.java
533,new writer,JJ NN,gradle,Serializers.java
534,write,VB,gradle,Serializers.java
535,get class name,VB NN NN,gradle,ProviderInternalJvmTestRequest.java
536,get method name,VB NN NN,gradle,ProviderInternalJvmTestRequest.java
537,equals,VBZ,gradle,ProviderInternalJvmTestRequest.java
538,hash code,NN NN,gradle,ProviderInternalJvmTestRequest.java
539,get g c hint action,VB FW FW NN NN,gradle,DaemonHealthServices.java
540,get health tracker action,VB NN NN NN,gradle,DaemonHealthServices.java
541,report execution started,VB NN VBN,gradle,ExecuteGradleCommandServerProtocol.java
542,report number of tasks to execute,VB NN IN NNS TO VB,gradle,ExecuteGradleCommandServerProtocol.java
543,report execution finished,VB NN VBN,gradle,ExecuteGradleCommandServerProtocol.java
544,report task started,VB NN VBN,gradle,ExecuteGradleCommandServerProtocol.java
545,report task complete,VB NN JJ,gradle,ExecuteGradleCommandServerProtocol.java
546,report live output,VB JJ NN,gradle,ExecuteGradleCommandServerProtocol.java
547,handle message received,VB NN VBN,gradle,ExecuteGradleCommandServerProtocol.java
548,report client exit,VB NN NN,gradle,ExecuteGradleCommandServerProtocol.java
549,add status,VB NN,gradle,ExecuteGradleCommandServerProtocol.java
550,get init script file,VB JJ NN NN,gradle,ExecuteGradleCommandServerProtocol.java
551,get display name,VB NN NN,gradle,AbstractFileCollection.java
552,to string,TO NN,gradle,AbstractFileCollection.java
553,get single file,VB JJ NN,gradle,AbstractFileCollection.java
554,iterator,NN,gradle,AbstractFileCollection.java
555,get as path,VB IN NN,gradle,AbstractFileCollection.java
556,contains,VBZ,gradle,AbstractFileCollection.java
557,plus,IN,gradle,AbstractFileCollection.java
558,plus,IN,gradle,AbstractFileCollection.java
559,minus,IN,gradle,AbstractFileCollection.java
560,get display name,VB NN NN,gradle,AbstractFileCollection.java
561,get build dependencies,VB NN NNS,gradle,AbstractFileCollection.java
562,get files,VB NNS,gradle,AbstractFileCollection.java
563,minus,IN,gradle,AbstractFileCollection.java
564,add,VB,gradle,AbstractFileCollection.java
565,add to ant builder,VB TO NN NN,gradle,AbstractFileCollection.java
566,add as matching task,VB IN JJ NN,gradle,AbstractFileCollection.java
567,add as file set,VB IN NN NN,gradle,AbstractFileCollection.java
568,add as resource collection,VB IN NN NN,gradle,AbstractFileCollection.java
569,get as file trees,VB IN NN NNS,gradle,AbstractFileCollection.java
570,add to ant builder,VB TO NN NN,gradle,AbstractFileCollection.java
571,is empty,VBZ JJ,gradle,AbstractFileCollection.java
572,stop execution if empty,VB NN IN JJ,gradle,AbstractFileCollection.java
573,as type,IN NN,gradle,AbstractFileCollection.java
574,get build dependencies,VB NN NNS,gradle,AbstractFileCollection.java
575,get as file tree,VB IN NN NN,gradle,AbstractFileCollection.java
576,visit contents,VB NNS,gradle,AbstractFileCollection.java
577,visit dependencies,VB NNS,gradle,AbstractFileCollection.java
578,get display name,VB NN NN,gradle,AbstractFileCollection.java
579,filter,NN,gradle,AbstractFileCollection.java
580,filter,NN,gradle,AbstractFileCollection.java
581,get display name,VB NN NN,gradle,AbstractFileCollection.java
582,get build dependencies,VB NN NNS,gradle,AbstractFileCollection.java
583,get files,VB NNS,gradle,AbstractFileCollection.java
584,get cap display name,VB NN NN NN,gradle,AbstractFileCollection.java
585,register watch points,VB NN NNS,gradle,AbstractFileCollection.java
586,get name,VB NN,gradle,ProjectDescriptor.java
587,set name,VB NN,gradle,ProjectDescriptor.java
588,get project dir,VB NN NN,gradle,ProjectDescriptor.java
589,set project dir,VB NN NN,gradle,ProjectDescriptor.java
590,get build file name,VB NN NN NN,gradle,ProjectDescriptor.java
591,set build file name,VB NN NN NN,gradle,ProjectDescriptor.java
592,get build file,VB NN NN,gradle,ProjectDescriptor.java
593,get parent,VB NN,gradle,ProjectDescriptor.java
594,get children,VB NNS,gradle,ProjectDescriptor.java
595,get path,VB NN,gradle,ProjectDescriptor.java
596,set message output level,VB NN NN NN,gradle,AntLoggingAdapter.java
597,set output print stream,VB NN NN NN,gradle,AntLoggingAdapter.java
598,set emacs mode,VB NN NN,gradle,AntLoggingAdapter.java
599,set error print stream,VB NN NN NN,gradle,AntLoggingAdapter.java
600,build started,VB VBD,gradle,AntLoggingAdapter.java
601,build finished,VB VBD,gradle,AntLoggingAdapter.java
602,target started,NN VBD,gradle,AntLoggingAdapter.java
603,target finished,NN VBD,gradle,AntLoggingAdapter.java
604,task started,NN VBD,gradle,AntLoggingAdapter.java
605,task finished,NN VBD,gradle,AntLoggingAdapter.java
606,message logged,NN VBD,gradle,AntLoggingAdapter.java
607,generate p c h object directory,VB FW FW FW NN NN,gradle,PCHUtils.java
608,generate p c h file,VB FW FW FW NN,gradle,PCHUtils.java
609,transform,VB,gradle,PCHUtils.java
610,generate p c h source file,VB FW FW FW NN NN,gradle,PCHUtils.java
611,get header to source file transformer,VB NN TO NN NN NN,gradle,PCHUtils.java
612,transform,VB,gradle,PCHUtils.java
613,get source file extension,VB NN NN NN,gradle,PCHUtils.java
614,is std out,VBZ JJ NN,gradle,ConsoleMetaData.java
615,is std err,VBZ JJ NN,gradle,ConsoleMetaData.java
616,get cols,VB NNS,gradle,ConsoleMetaData.java
617,get build link class,VB NN NN NN,gradle,PlayRunAdapterV22X.java
618,get build doc handler class,VB NN NN NN NN,gradle,PlayRunAdapterV22X.java
619,get doc handler factory class,VB NN NN NN NN,gradle,PlayRunAdapterV22X.java
620,get run support classpath dependencies,VB VB NN NN NNS,gradle,PlayRunAdapterV22X.java
621,find class path,VB NN NN,gradle,DynamicModulesClassPathProvider.java
622,get name,VB NN,gradle,DefaultProjectOutcomes.java
623,get path,VB NN,gradle,DefaultProjectOutcomes.java
624,get description,VB NN,gradle,DefaultProjectOutcomes.java
625,get project directory,VB NN NN,gradle,DefaultProjectOutcomes.java
626,get outcomes,VB NNS,gradle,DefaultProjectOutcomes.java
627,get parent,VB NN,gradle,DefaultProjectOutcomes.java
628,get children,VB NNS,gradle,DefaultProjectOutcomes.java
629,add child,VB NN,gradle,DefaultProjectOutcomes.java
630,is missing,VBZ JJ,gradle,CachedItem.java
631,get cached file,VB VBN NN,gradle,CachedItem.java
632,get cached at,VB VBN IN,gradle,CachedItem.java
633,to string,TO NN,gradle,AccessedFromPrivateClass.java
634,get coordinates,VB NNS,gradle,PublicationInternal.java
635,get exported headers,VB JJ NNS,gradle,HeaderExportingSourceSet.java
636,get implicit headers,VB JJ NNS,gradle,HeaderExportingSourceSet.java
637,execute,VB,gradle,InternalBuildAction.java
638,get mutable class loader,VB JJ NN NN,gradle,ScriptClassLoader.java
639,get parent loader,VB NN NN,gradle,ScriptClassLoader.java
640,get mutation type,VB NN NN,gradle,ValidateModelRuleExtractor.java
641,get enum prop,VB NN NN,gradle,JavaClassWithInnerTypes.java
642,get outer,VB NN,gradle,JavaClassWithInnerTypes.java
643,get some prop,VB DT NN,gradle,JavaClassWithInnerTypes.java
644,run,VB,gradle,JavaClassWithInnerTypes.java
645,get inner class prop,VB JJ NN NN,gradle,JavaClassWithInnerTypes.java
646,call,VB,gradle,Jar.java
647,execute,VB,gradle,Jar.java
648,execute,VB,gradle,Jar.java
649,get manifest,VB NN,gradle,Jar.java
650,set manifest,VB NN,gradle,Jar.java
651,manifest,NN,gradle,Jar.java
652,get meta inf,VB NN NN,gradle,Jar.java
653,meta inf,NN NN,gradle,Jar.java
654,property missing,NN JJ,gradle,DefaultAntBuilder.java
655,do set property,VB VB NN,gradle,DefaultAntBuilder.java
656,property missing,NN JJ,gradle,DefaultAntBuilder.java
657,get properties,VB NNS,gradle,DefaultAntBuilder.java
658,property change,NN NN,gradle,DefaultAntBuilder.java
659,get references,VB NNS,gradle,DefaultAntBuilder.java
660,property change,NN NN,gradle,DefaultAntBuilder.java
661,import build,VB NN,gradle,DefaultAntBuilder.java
662,import build,VB NN,gradle,DefaultAntBuilder.java
663,configure task,VB NN,gradle,DefaultAntBuilder.java
664,get task dependency names,VB NN NN NNS,gradle,DefaultAntBuilder.java
665,add dependency ordering,VB NN NN,gradle,DefaultAntBuilder.java
666,execute,VB,gradle,DefaultAntBuilder.java
667,get dependencies,VB NNS,gradle,DefaultAntBuilder.java
668,get dependent classes,VB JJ NNS,gradle,DependentsSet.java
669,is dependency to all,VBZ NN TO NN,gradle,DependentsSet.java
670,get description,VB NN,gradle,DependentsSet.java
671,create,VB,gradle,DefaultDirectoryWalkerFactory.java
672,reset,VB,gradle,DefaultDirectoryWalkerFactory.java
673,create instance,VB NN,gradle,DefaultDirectoryWalkerFactory.java
674,default encoding contains platform encoding,JJ VBG NNS NN VBG,gradle,DefaultDirectoryWalkerFactory.java
675,unwrap,VB,gradle,TypeWrapper.java
676,collect classes,VB NNS,gradle,TypeWrapper.java
677,get representation,VB NN,gradle,TypeWrapper.java
678,get dependency notation,VB NN NN,gradle,VersionedTwirlCompilerAdapter.java
679,get compile method,VB VB NN,gradle,VersionedTwirlCompilerAdapter.java
680,create compile parameters,VB VB NNS,gradle,VersionedTwirlCompilerAdapter.java
681,get class loader packages,VB NN NN NNS,gradle,VersionedTwirlCompilerAdapter.java
682,get target type,VB NN NN,gradle,TypeInfo.java
683,visit dependencies,VB NNS,gradle,TaskDependencyContainer.java
684,get attempted,VB VBN,gradle,DefaultResourceAwareResolveResult.java
685,attempted,VBN,gradle,DefaultResourceAwareResolveResult.java
686,attempted,VBN,gradle,DefaultResourceAwareResolveResult.java
687,apply to,VB TO,gradle,DefaultResourceAwareResolveResult.java
688,get ide project dependencies,VB NN NN NNS,gradle,IdeDependencyResolver.java
689,get unresolved ide repo file dependencies,VB JJ NN NN NN NNS,gradle,IdeDependencyResolver.java
690,get ide repo file dependencies,VB JJ NN NN NNS,gradle,IdeDependencyResolver.java
691,get ide local file dependencies,VB JJ JJ NN NNS,gradle,IdeDependencyResolver.java
692,is available,VBZ JJ,gradle,ToolSearchResult.java
693,explain,VB,gradle,ToolSearchResult.java
694,new thread,JJ NN,gradle,ThreadFactoryImpl.java
695,create meta data,VB NNS NNS,gradle,MavenModuleCacheEntry.java
696,get dependencies,VB NNS,gradle,TaskDependency.java
697,get region,VB NN,gradle,S3RegionalResource.java
698,get bucket name,VB NN NN,gradle,S3RegionalResource.java
699,get key,VB NN,gradle,S3RegionalResource.java
700,configure,VB,gradle,S3RegionalResource.java
